City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Busselton,-33.65,115.33,59.92,73,100,5.64,AU,1592254800
Kailua,21.4,-157.74,79.86,60,38,19.42,US,1592254800
Norrköping,58.59,16.18,60.51,65,48,1.97,SE,1592254800
New Norfolk,-42.78,147.06,52.99,70,69,13.62,AU,1592254800
Blantyre,-15.79,35.01,56.16,88,4,6.76,MW,1592254800
Punta Arenas,-53.15,-70.92,41.43,82,25,4.23,CL,1592254800
Abadan,38.05,58.21,93.72,16,23,7.2,TM,1592254800
Mandalgovi,45.76,106.27,67.57,24,79,10.09,MN,1592254800
Bethel,41.37,-73.41,73.4,41,84,3.58,US,1592254800
Ribeira Grande,38.52,-28.7,65.34,80,48,18.3,PT,1592254800
Skibbereen,51.55,-9.27,57.61,81,20,1.74,IE,1592254800
Dikson,73.51,80.55,34.11,94,99,17.58,RU,1592254800
Kita,13.03,-9.49,94.62,34,61,1.52,ML,1592254800
Geraldton,-28.77,114.6,58.66,67,0,11.61,AU,1592254800
Bluff,-46.6,168.33,50.11,88,51,12.59,NZ,1592254800
Znamenskoye,57.13,73.83,44.15,77,23,2.53,RU,1592254800
Naghadeh,36.96,45.39,64.54,59,16,4.0,IR,1592254800
Yulara,-25.24,130.99,44.26,57,55,8.61,AU,1592254800
Avarua,-21.21,-159.78,71.26,69,58,26.02,CK,1592254800
Sittwe,20.15,92.9,82.96,85,100,13.96,MM,1592254800
Barcelos,41.54,-8.62,61.3,86,55,2.04,PT,1592254800
Dudinka,69.41,86.18,44.37,59,44,11.97,RU,1592254800
Tarakan,3.3,117.63,80.13,82,75,5.82,ID,1592254800
Gouré,13.98,10.27,94.15,33,65,8.25,NE,1592254800
Balikpapan,-1.27,116.83,75.76,95,86,4.45,ID,1592254800
Thompson,55.74,-97.86,68.27,68,79,11.01,CA,1592254800
Airai,-8.93,125.41,58.55,100,40,4.27,TL,1592254800
Ahipara,-35.17,173.17,58.39,84,100,8.63,NZ,1592254800
Puerto Ayora,-0.74,-90.35,74.21,72,50,9.84,EC,1592254800
Bethanien,-26.5,17.16,51.46,36,0,8.75,NA,1592254800
Ponta do Sol,32.67,-17.1,69.01,80,87,2.8,PT,1592254800
Castro,-24.79,-50.01,60.19,85,74,6.8,BR,1592254800
Parintins,-2.63,-56.74,88.92,54,23,1.48,BR,1592254800
Ariquemes,-9.91,-63.04,86.13,59,35,4.09,BR,1592254800
Araouane,18.9,-3.53,108.61,8,0,15.86,ML,1592254800
Cabo San Lucas,22.89,-109.91,86.18,40,3,10.25,MX,1592254800
Lensk,60.73,114.93,58.03,91,61,2.28,RU,1592254800
Kaitangata,-46.28,169.85,50.97,72,31,5.97,NZ,1592254800
Mwinilunga,-11.74,24.43,56.95,61,0,4.7,ZM,1592254800
Faanui,-16.48,-151.75,80.33,82,52,13.31,PF,1592254800
Shache,38.42,77.24,74.44,27,92,14.81,CN,1592254800
Hobart,-42.88,147.33,54.97,62,56,14.38,AU,1592254800
Provideniya,64.38,-173.3,56.55,52,90,0.4,RU,1592254800
Ulaangom,49.98,92.07,61.77,57,73,7.0,MN,1592254800
Atherton,53.52,-2.49,65.84,74,35,3.71,GB,1592254800
Mahébourg,-20.41,57.7,71.06,77,82,18.01,MU,1592254800
Huron,41.15,-82.55,70.0,74,53,9.37,US,1592254800
Carnarvon,-24.87,113.63,65.98,28,0,17.81,AU,1592254800
Martapura,-3.42,114.85,74.97,97,53,2.98,ID,1592254800
Jalu,29.03,21.55,81.73,43,0,18.97,LY,1592254800
Lahuachaca,-17.37,-67.67,56.73,37,24,0.96,BO,1592254800
Ende,-8.84,121.66,77.29,83,45,6.51,ID,1592254800
Acuitzio,20.34,-101.98,87.98,21,0,7.81,MX,1592254800
Upernavik,72.79,-56.15,33.89,91,100,1.83,GL,1592254800
Ekhabi,53.51,142.97,37.65,96,100,8.25,RU,1592254800
Omsukchan,62.53,155.8,63.88,47,59,5.03,RU,1592254800
Coquimbo,-29.95,-71.34,58.64,76,87,4.27,CL,1592254800
Sharan,54.82,54.0,54.91,84,32,2.84,RU,1592254800
Codrington,-38.27,141.97,54.45,84,100,14.16,AU,1592254800
Nemuro,43.32,145.57,53.19,95,99,14.0,JP,1592254800
Bandarbeyla,9.49,50.81,82.47,66,64,26.28,SO,1592254800
Saint-Philippe,-21.36,55.77,69.33,74,68,14.79,RE,1592254800
Christchurch,-43.53,172.63,52.79,84,60,4.76,NZ,1592254800
Nikolskoye,59.7,30.79,70.77,67,60,2.77,RU,1592254800
Luzhou,28.87,105.44,78.42,86,91,3.71,CN,1592254800
Shingū,33.73,135.98,69.06,78,98,5.48,JP,1592254800
Havelock,34.88,-76.9,68.29,93,100,8.81,US,1592254800
Butaritari,3.07,172.79,83.3,74,14,8.77,KI,1592254800
Kavieng,-2.57,150.8,82.98,77,84,11.65,PG,1592254800
Antofagasta,-23.65,-70.4,61.92,71,59,6.35,CL,1592254800
Pitangueiras,-21.01,-48.22,75.74,53,20,5.14,BR,1592254800
Dubuque,42.48,-90.87,71.64,57,95,13.33,US,1592254800
Dauphin,51.15,-100.05,72.48,45,16,13.87,CA,1592254800
Lebu,-37.62,-73.65,53.74,83,100,32.28,CL,1592254800
Hobyo,5.35,48.53,80.67,71,34,23.96,SO,1592254800
Hong Kong,22.29,114.16,82.04,78,29,5.88,HK,1592254800
Iracoubo,5.48,-53.2,81.84,78,98,6.64,GF,1592254800
Chengzhong,30.95,113.55,80.69,89,93,5.82,CN,1592254800
Vestmannaeyjar,63.44,-20.27,47.7,71,87,11.97,IS,1592254800
Tasiilaq,65.61,-37.64,39.02,84,77,3.0,GL,1592254800
Abadiânia,-16.2,-48.71,68.74,49,10,6.93,BR,1592254800
Norman Wells,65.28,-126.83,69.28,37,77,9.8,CA,1592254800
Matagami,49.75,-77.63,77.32,26,72,9.26,CA,1592254800
Rome,43.21,-75.46,70.03,49,65,1.34,US,1592254800
Nanortalik,60.14,-45.24,41.13,77,88,1.66,GL,1592254800
Sadon,42.85,44.0,63.79,60,34,6.04,RU,1592254800
Pochutla,15.74,-96.47,89.85,57,24,6.6,MX,1592254800
Tafo,6.73,-1.61,77.04,89,45,3.8,GH,1592254800
San Patricio,19.22,-104.7,87.28,59,3,8.86,MX,1592254800
Tambura,5.6,27.47,70.99,90,92,2.57,SS,1592254800
Qaanaaq,77.48,-69.36,35.22,86,43,5.32,GL,1592254800
Akhtubinsk,48.28,46.17,72.79,27,23,16.22,RU,1592254800
Bredasdorp,-34.53,20.04,52.74,89,22,5.97,ZA,1592254800
Bilibino,68.05,166.44,67.66,45,29,3.76,RU,1592254800
Rocha,-34.48,-54.33,52.72,79,82,7.76,UY,1592254800
Port Elizabeth,-33.92,25.57,57.15,89,40,2.24,ZA,1592254800
Constitución,-35.33,-72.42,54.97,84,100,28.36,CL,1592254800
Cayenne,4.93,-52.33,81.16,82,96,5.06,GF,1592254800
Kununurra,-15.77,128.73,72.93,36,42,10.2,AU,1592254800
Coahuayana Viejo,18.73,-103.68,89.01,59,20,8.05,MX,1592254800
Batagay-Alyta,67.8,130.41,61.05,50,86,13.09,RU,1592254800
George Town,5.41,100.34,79.93,88,56,6.91,MY,1592254800
Mossamedes,-15.2,12.15,72.19,58,12,0.4,AO,1592254800
Tiksi,71.69,128.87,52.12,63,100,11.41,RU,1592254800
Vila Velha,-20.33,-40.29,75.47,79,76,13.8,BR,1592254800
George Town,5.41,100.34,79.93,88,56,6.91,MY,1592254800
Chui,-33.7,-53.46,55.76,77,67,7.7,UY,1592254800
Torbay,47.67,-52.73,47.64,97,95,1.81,CA,1592254800
Evanston,42.04,-87.69,67.87,38,22,8.88,US,1592254800
Sungai Penuh,-2.08,101.38,65.5,94,73,3.27,ID,1592254800
Mar del Plata,-38.0,-57.56,53.69,63,78,12.68,AR,1592254800
Tucumcari,35.17,-103.72,93.36,16,41,16.91,US,1592254800
Alyangula,-13.85,136.42,76.15,84,1,16.78,AU,1592254800
Khovu-Aksy,51.13,93.6,50.79,89,81,3.38,RU,1592254800
Ostrovnoy,68.05,39.51,45.59,73,90,10.09,RU,1592254800
Lobito,-12.35,13.55,71.83,81,0,3.22,AO,1592254800
Wanganui,-39.93,175.05,53.58,71,100,8.12,NZ,1592254800
Steinbach am Taunus,50.17,8.57,64.26,81,59,1.66,DE,1592254800
Saint George,37.1,-113.58,95.58,12,1,15.46,US,1592254800
Saint Anthony,45.02,-93.22,78.69,52,49,13.49,US,1592254800
Verkhnevilyuysk,63.45,120.32,58.91,61,91,6.33,RU,1592254800
Séguéla,7.96,-6.67,81.72,70,28,3.13,CI,1592254800
Songjianghe,42.19,127.48,52.39,95,73,3.74,CN,1592254800
Birobidzhan,48.8,132.95,53.65,85,94,1.86,RU,1592254800
Bestöbe,52.5,73.1,54.84,55,88,8.97,KZ,1592254800
Gunjur,13.2,-16.73,83.08,77,31,12.08,GM,1592254800
Sovata,46.58,25.07,63.09,89,19,4.5,RO,1592254800
Rio Grande,-32.03,-52.1,61.25,78,47,12.17,BR,1592254800
Lagoa,39.05,-27.98,64.08,86,49,15.1,PT,1592254800
Broome,42.25,-75.83,69.31,49,13,6.06,US,1592254800
Caxito,-8.58,13.66,70.84,92,2,2.46,AO,1592254800
Hambantota,6.12,81.12,82.15,87,50,15.88,LK,1592254800
Umm Kaddadah,13.6,26.69,96.1,23,48,12.8,SD,1592254800
Energetik,51.74,58.79,57.88,57,48,6.31,RU,1592254800
Tobane,-21.95,27.9,56.43,62,10,5.82,BW,1592254800
Kuteynykove,47.81,38.29,66.36,84,75,6.53,UA,1592254800
East London,-33.02,27.91,61.48,74,76,1.03,ZA,1592254800
Alekseyevka,50.63,38.69,65.28,73,89,12.33,RU,1592254800
Guiratinga,-16.35,-53.76,80.56,49,4,5.17,BR,1592254800
Senador José Porfírio,-2.59,-51.95,83.26,72,51,1.66,BR,1592254800
Ust-Nera,64.57,143.2,65.82,55,1,3.69,RU,1592254800
Bani Walid,31.76,13.99,70.86,48,0,10.11,LY,1592254800
Mayo,38.89,-76.51,73.13,53,49,12.39,US,1592254800
Mehamn,71.04,27.85,42.04,69,85,20.78,NO,1592254800
Tokur,53.13,132.9,43.02,88,99,4.41,RU,1592254800
Pisco,-13.7,-76.22,68.29,68,25,8.57,PE,1592254800
Tuktoyaktuk,69.45,-133.04,60.84,41,70,10.49,CA,1592254800
Lata,40.16,-8.33,61.77,80,88,2.89,PT,1592254800
Shenjiamen,29.96,122.3,75.06,96,100,5.7,CN,1592254800
Byron Bay,-28.65,153.62,59.43,88,81,7.25,AU,1592254800
Shūshtar,32.05,48.86,95.22,11,0,8.05,IR,1592254800
Arlit,18.74,7.39,105.67,7,0,13.31,NE,1592254800
Dingle,11.0,122.67,76.96,89,100,5.48,PH,1592254800
Dunedin,-45.87,170.5,51.73,68,12,6.06,NZ,1592254800
Manche,49.0,-1.17,58.39,77,88,5.39,FR,1592254800
Saint Paul Harbor,57.79,-152.41,54.68,61,56,11.32,US,1592254800
Narsaq,60.92,-46.05,43.36,64,75,5.06,GL,1592254800
Laguna,38.42,-121.42,85.46,36,49,13.53,US,1592254800
San Fernando del Valle de Catamarca,-28.47,-65.79,65.25,42,0,9.53,AR,1592254800
Cidreira,-30.18,-50.21,62.06,81,67,16.02,BR,1592254800
Fortuna,40.6,-124.16,63.16,78,70,10.36,US,1592254800
Alice Springs,-23.7,133.88,46.4,54,96,8.01,AU,1592254800
Chokurdakh,70.63,147.92,65.86,54,39,9.48,RU,1592254800
Talnakh,69.49,88.4,43.81,58,35,3.71,RU,1592254800
Bubaque,11.28,-15.83,81.88,81,73,15.19,GW,1592254800
Port Alfred,-33.59,26.89,58.84,86,71,3.56,ZA,1592254800
U Thong,14.38,99.89,77.86,83,100,5.95,TH,1592254800
Saint-Pierre,-21.34,55.48,69.71,73,12,15.1,RE,1592254800
Krasnovishersk,60.41,57.08,58.01,78,33,3.22,RU,1592254800
Najrān,17.49,44.13,84.54,16,40,0.56,SA,1592254800
Ketchikan,55.34,-131.65,60.19,55,56,3.94,US,1592254800
Semarang,-6.99,110.42,77.45,87,30,3.09,ID,1592254800
Marsá Maţrūḩ,31.35,27.25,74.57,67,0,7.0,EG,1592254800
São José da Coroa Grande,-8.9,-35.15,77.92,86,25,10.47,BR,1592254800
Shelburne,44.08,-80.2,66.96,48,10,6.87,CA,1592254800
Flinders,-34.58,150.86,58.33,67,0,8.1,AU,1592254800
Iqaluit,63.75,-68.51,37.45,85,95,11.56,CA,1592254800
Portland,45.52,-122.68,64.81,65,95,7.23,US,1592254800
Praia,14.92,-23.51,83.46,64,0,6.49,CV,1592254800
Tezu,27.92,96.17,77.14,80,96,3.74,IN,1592254800
Kenai,60.55,-151.26,56.01,61,20,11.3,US,1592254800
Duluth,46.78,-92.11,71.55,69,48,10.89,US,1592254800
Alofi,-19.06,-169.92,74.44,80,47,29.64,NU,1592254800
Porto-Novo,6.5,2.6,80.46,85,55,6.31,BJ,1592254800
Kampot,10.62,104.18,79.66,86,66,1.86,KH,1592254800
Bengkulu,-3.8,102.27,78.01,81,53,4.45,ID,1592254800
Sola,-13.88,167.55,80.26,83,58,25.57,VU,1592254800
Eureka,40.8,-124.16,62.01,87,85,11.21,US,1592254800
Neijiang,29.58,105.06,77.79,92,90,4.38,CN,1592254800
‘Āhuimanu,21.44,-157.84,79.99,58,38,18.41,US,1592254800
Lorengau,-2.02,147.27,82.38,76,32,9.04,PG,1592254800
Manadhoo,5.77,73.38,84.43,78,52,16.53,MV,1592254800
Salalah,17.02,54.09,84.02,85,87,3.02,OM,1592254800
Qaqortoq,60.72,-46.03,42.03,70,77,4.97,GL,1592254800
Hilo,19.73,-155.09,77.72,61,30,5.57,US,1592254800
Nyrob,60.73,56.72,57.51,80,50,4.52,RU,1592254800
Oodweyne,9.41,45.06,75.31,61,52,13.27,SO,1592254800
West Lafayette,40.43,-86.91,77.2,43,1,8.32,US,1592254800
Lalibela,12.03,39.03,65.86,32,100,5.14,ET,1592254800
Lewiston,44.1,-70.21,68.54,50,91,2.53,US,1592254800
Imeni Poliny Osipenko,52.42,136.49,45.68,85,100,11.86,RU,1592254800
Gornyy,55.12,83.91,42.35,91,13,2.91,RU,1592254800
Pārsābād,39.65,47.92,79.95,40,46,5.68,IR,1592254800
Isiro,2.77,27.62,70.07,89,85,1.83,CD,1592254800
Cashel,52.52,-7.89,61.47,83,51,3.22,IE,1592254800
Batticaloa,7.71,81.69,83.64,77,90,7.9,LK,1592254800
Sitka,57.05,-135.33,56.34,76,85,6.46,US,1592254800
Gorin,51.2,136.67,47.52,85,100,7.36,RU,1592254800
Tuatapere,-46.13,167.68,50.58,87,58,5.7,NZ,1592254800
Khovd,48.01,91.64,64.45,41,36,2.39,MN,1592254800
Vallam,10.72,79.08,87.58,54,65,12.3,IN,1592254800
Ferme-Neuve,46.7,-75.45,74.53,30,51,3.13,CA,1592254800
Biak,-0.91,122.88,76.93,82,72,6.15,ID,1592254800
Kirkwall,58.98,-2.96,55.8,83,4,16.04,GB,1592254800
Shushenskoye,53.33,91.94,52.92,85,78,5.44,RU,1592254800
Guarda,40.54,-7.27,58.53,75,83,8.5,PT,1592254800
Catemaco,18.42,-95.12,81.82,72,52,11.39,MX,1592254800
Ihosy,-22.4,46.12,54.18,88,2,6.22,MG,1592254800
Benjamin Constant,-4.38,-70.03,84.56,86,53,2.06,BR,1592254800
Rondonópolis,-16.47,-54.64,87.22,34,0,5.79,BR,1592254800
Coyhaique,-45.58,-72.07,38.07,91,95,2.75,CL,1592254800
Fort Nelson,58.81,-122.7,49.53,96,95,9.46,CA,1592254800
Tucupita,9.06,-62.05,80.51,89,90,5.48,VE,1592254800
Labuan,5.28,115.24,82.08,81,86,6.78,MY,1592254800
Iquitos,-3.75,-73.25,85.01,75,57,1.03,PE,1592254800
Tigil',57.8,158.67,60.21,47,24,5.55,RU,1592254800
Hearst,49.68,-83.67,76.98,19,68,12.77,CA,1592254800
Mount Gambier,-37.83,140.77,54.43,89,95,10.04,AU,1592254800
Malé,4.17,73.51,84.43,80,43,14.32,MV,1592254800
Polewali,-3.43,119.34,75.87,83,46,3.31,ID,1592254800
Bairiki Village,1.33,172.98,83.12,83,29,8.79,KI,1592254800
Vila Franca do Campo,37.72,-25.43,64.0,72,13,6.29,PT,1592254800
Hohhot,40.81,111.65,67.93,34,99,3.71,CN,1592254800
La Santisima Trinidad,-14.83,-64.9,82.54,59,45,1.88,BO,1592254800
Korla,41.76,86.15,77.38,29,0,10.71,CN,1592254800
Waingapu,-9.66,120.26,75.49,84,45,10.02,ID,1592254800
Barrow,71.29,-156.79,47.5,69,1,11.3,US,1592254800
Hirara,24.8,125.28,83.55,83,74,17.45,JP,1592254800
Sisimiut,66.94,-53.67,38.41,79,100,7.81,GL,1592254800
Caceres,39.52,-6.37,71.44,49,40,10.58,ES,1592254800
Egvekinot,66.32,-179.17,50.29,71,5,2.98,RU,1592254800
Bambous Virieux,-20.34,57.76,70.34,78,80,17.29,MU,1592254800
Warkworth,-36.4,174.67,57.09,83,100,7.76,NZ,1592254800
Haimen,23.19,116.61,78.53,92,20,4.47,CN,1592254800
Cherskiy,68.75,161.3,72.34,39,100,9.19,RU,1592254800
Hīt,33.64,42.83,93.27,18,16,18.03,IQ,1592254800
Hasaki,35.73,140.83,72.39,81,66,8.34,JP,1592254800
Tamandaré,-8.76,-35.1,77.94,86,24,10.29,BR,1592254800
Leningradskiy,69.38,178.42,48.92,80,0,4.85,RU,1592254800
Henties Bay,-22.12,14.28,64.02,55,0,7.63,NA,1592254800
San Quintín,30.48,-115.95,69.37,62,39,11.07,MX,1592254800
Pedasí,7.53,-80.03,83.8,71,87,0.78,PA,1592254800
Takoradze,4.88,-1.76,78.84,81,62,7.2,GH,1592254800
Faya,18.39,42.45,73.4,38,17,0.04,SA,1592254800
Petropavlovsk-Kamchatskiy,53.05,158.65,43.66,90,95,4.0,RU,1592254800
Kozhevnikovo,56.26,83.97,42.26,92,5,3.85,RU,1592254800
Vanimo,-2.67,141.3,78.39,82,94,3.06,PG,1592254800
Itarantim,-15.66,-40.07,70.68,88,55,5.3,BR,1592254800
Cologne,50.93,6.95,68.49,66,59,1.48,DE,1592254800
Wanning,18.8,110.4,78.49,89,100,16.08,CN,1592254800
Vallenar,-28.57,-70.76,69.1,40,0,7.25,CL,1592254800
Kiryat Gat,31.61,34.76,69.19,79,0,2.3,IL,1592254800
Gornopravdinsk,60.05,69.9,54.9,66,67,8.66,RU,1592254800
Wajima,37.4,136.9,68.86,84,36,20.51,JP,1592254800
Kissidougou,9.18,-10.1,78.57,83,45,4.45,GN,1592254800
Sechura,-5.56,-80.82,75.88,55,16,15.93,PE,1592254800
Raudeberg,61.99,5.14,60.03,75,77,13.11,NO,1592254800
Turinsk,58.05,63.7,55.62,77,29,6.06,RU,1592254800
Banda Aceh,5.56,95.32,79.74,79,100,6.71,ID,1592254800
Kendari,-3.94,122.5,73.72,95,72,3.76,ID,1592254800
Kankakee,41.15,-87.87,74.3,32,9,6.2,US,1592254800
Wylie,33.02,-96.54,91.51,39,41,10.58,US,1592254800
Juegang,32.32,121.19,74.44,97,100,5.97,CN,1592254800
Varhaug,58.61,5.65,62.62,73,0,8.3,NO,1592254800
Saint-Augustin,51.23,-58.65,63.79,36,11,21.83,CA,1592254800
Yacuiba,-22.04,-63.68,76.98,48,0,5.79,BO,1592254800
Rognan,67.1,15.39,51.03,89,92,1.32,NO,1592254800
Halifax,44.65,-63.57,63.54,65,84,5.19,CA,1592254800
Longyearbyen,78.22,15.64,36.01,78,75,12.03,SJ,1592254800
Okato,-39.2,173.88,55.35,87,100,14.58,NZ,1592254800
Pevek,69.7,170.31,40.86,81,30,2.19,RU,1592254800
Ambilobe,-13.2,49.05,70.21,83,92,2.57,MG,1592254800
Pemba,-12.97,40.52,74.68,70,38,17.63,MZ,1592254800
Tautira,-17.73,-149.15,81.25,74,86,14.54,PF,1592254800
Urmary,55.68,47.94,56.98,79,31,2.04,RU,1592254800
Ritchie,-29.04,24.6,46.8,45,0,9.78,ZA,1592254800
Margate,51.38,1.39,63.19,77,0,7.7,GB,1592254800
Verkhoyansk,67.54,133.38,66.69,51,66,13.33,RU,1592254800
Caucayá,-0.19,-74.78,77.23,91,70,2.8,CO,1592254800
Virginia Beach,36.85,-75.98,64.67,89,95,21.32,US,1592254800
Lüderitz,-26.65,15.16,66.56,25,0,9.01,NA,1592254800
Wuwei,37.93,102.64,62.94,66,99,5.41,CN,1592254800
Mykolayiv,46.97,32.0,69.44,69,35,0.72,UA,1592254800
Hithadhoo,-0.6,73.08,84.49,76,79,14.43,MV,1592254800
Cap Malheureux,-19.98,57.61,71.65,77,25,15.37,MU,1592254800
Kieta,-6.22,155.63,80.82,76,90,0.69,PG,1592254800
Ponta Delgada,37.73,-25.67,64.72,71,15,7.56,PT,1592254800
Nome,64.5,-165.41,60.8,58,79,3.44,US,1592254800
Panlaitan,12.12,119.85,83.97,76,88,8.57,PH,1592254800
Kampene,-3.6,26.67,71.06,64,5,1.3,CD,1592254800
Vao,-22.67,167.48,72.68,70,1,20.58,NC,1592254800
Makkah al Mukarramah,21.43,39.83,93.99,23,0,5.23,SA,1592254800
Dhamtari,20.71,81.55,81.91,75,61,7.74,IN,1592254800
Shimoda,34.67,138.95,73.71,84,99,0.94,JP,1592254800
Porto Walter,-8.27,-72.74,88.39,50,44,3.98,BR,1592254800
Khatanga,71.97,102.5,46.31,74,100,14.36,RU,1592254800
Gelibolu,40.41,26.67,71.96,71,63,8.25,TR,1592254800
Grand-Lahou,5.14,-5.02,78.49,87,100,7.63,CI,1592254800
Callaway,30.15,-85.57,87.73,45,22,6.13,US,1592254800
Nikolayevsk-on-Amur,53.14,140.73,41.52,89,100,2.84,RU,1592254800
Atasū,48.68,71.64,60.26,84,12,8.39,KZ,1592254800
Karacabey,40.22,28.4,70.3,75,62,3.11,TR,1592254800
Husavik,66.04,-17.34,52.97,68,87,8.08,IS,1592254800
Ilulissat,69.22,-51.1,36.57,82,87,6.35,GL,1592254800
Zhuanghe,39.7,122.99,65.98,64,1,4.85,CN,1592254800
Hammerfest,70.66,23.68,40.86,81,86,17.52,NO,1592254800
Arequipa,-16.4,-71.53,67.33,30,15,6.53,PE,1592254800
Bucerías,20.75,-105.33,86.74,60,3,8.46,MX,1592254800
Honningsvåg,70.98,25.97,42.64,73,71,22.19,NO,1592254800
Pacifica,37.61,-122.49,61.95,82,95,16.64,US,1592254800
Kontagora,10.4,5.47,82.08,72,22,3.29,NG,1592254800
Carballo,43.21,-8.69,59.34,79,79,4.72,ES,1592254800
Talaya,61.38,152.75,65.48,50,28,3.67,RU,1592254800
Develi,38.39,35.49,65.32,55,33,1.41,TR,1592254800
Måløy,61.94,5.11,60.46,71,48,13.44,NO,1592254800
Farkhor,37.49,69.4,77.43,24,10,5.95,TJ,1592254800
Comodoro Rivadavia,-45.87,-67.5,48.65,76,100,4.07,AR,1592254800
Waghäusel,49.26,8.51,65.77,71,100,2.39,DE,1592254800
Erzin,36.96,36.2,70.18,78,0,0.51,TR,1592254800
Mitsamiouli,-11.38,43.28,76.68,75,12,14.03,KM,1592254800
Vostok,46.49,135.88,48.02,100,95,0.96,RU,1592254800
Pļaviņas,56.62,25.73,61.84,97,32,3.58,LV,1592254800
Guadalajara,20.67,-103.33,91.09,28,14,4.27,MX,1592254800
Mabay,6.06,124.47,77.81,79,57,3.8,PH,1592254800
Clyde River,70.47,-68.59,32.47,95,85,12.93,CA,1592254800
Payo,-3.75,103.64,74.1,89,36,1.88,ID,1592254800
Kloulklubed,7.04,134.26,83.32,83,87,8.28,PW,1592254800
Koslan,63.46,48.9,65.79,63,91,7.2,RU,1592254800
Beloha,-25.17,45.05,62.65,94,2,8.97,MG,1592254800
Weyburn,49.67,-103.85,71.65,29,17,15.79,CA,1592254800
Aksarka,66.56,67.8,57.92,79,95,12.33,RU,1592254800
Tabou,4.42,-7.35,78.66,84,98,6.22,CI,1592254800
Poum,-20.23,164.02,73.87,78,6,16.96,NC,1592254800
Naze,28.37,129.48,77.9,97,53,16.28,JP,1592254800
Youghal,51.95,-7.85,57.31,82,32,1.74,IE,1592254800
Chokwé,-24.53,32.98,59.18,87,0,4.74,MZ,1592254800
Chapais,49.78,-74.85,73.74,26,86,10.31,CA,1592254800
Coos Bay,43.37,-124.22,56.25,90,95,5.93,US,1592254800
Lanzhou,36.06,103.79,61.36,85,95,6.49,CN,1592254800
Palo Alto,37.44,-122.14,72.88,52,87,12.06,US,1592254800
Changtu,42.78,124.1,60.04,71,0,3.87,CN,1592254800
Yablochnyy,47.17,142.07,53.28,92,87,4.27,RU,1592254800
Inhambane,-23.86,35.38,65.35,83,44,6.67,MZ,1592254800
Tougan,13.07,-3.07,100.36,24,35,6.04,BF,1592254800
Tazovsky,67.47,78.7,47.64,65,81,17.87,RU,1592254800
Kincardine,56.07,-3.72,59.07,92,84,3.74,GB,1592254800
